STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
26,105,Michigan,Mason County,28705,29144
26,107,Michigan,Mecosta County,42798,43453
26,109,Michigan,Menominee County,24029,22780
26,111,Michigan,Midland County,83629,83156
26,113,Michigan,Missaukee County,14849,15118
26,115,Michigan,Monroe County,152021,150500
26,117,Michigan,Montcalm County,63342,63888
26,119,Michigan,Montmorency County,9765,9328
26,121,Michigan,Muskegon County,172188,173566
26,123,Michigan,Newaygo County,48460,48980
26,125,Michigan,Oakland County,1202362,1257584
26,127,Michigan,Oceana County,26570,26467
26,129,Michigan,Ogemaw County,21699,20997
26,131,Michigan,Ontonagon County,6780,5720
26,133,Michigan,Osceola County,23528,23460
26,135,Michigan,Oscoda County,8640,8241
26,137,Michigan,Otsego County,24164,24668
26,139,Michigan,Ottawa County,263801,291830
26,141,Michigan,Presque Isle County,13376,12592
26,143,Michigan,Roscommon County,24449,24019
26,145,Michigan,Saginaw County,200169,190539
26,147,Michigan,St. Clair County,163040,159128
26,149,Michigan,St. Joseph County,61295,60964
26,151,Michigan,Sanilac County,43114,41170
26,153,Michigan,Schoolcraft County,8485,8094
26,155,Michigan,Shiawassee County,70648,68122
26,157,Michigan,Tuscola County,55729,52245
26,159,Michigan,Van Buren County,76258,75677
26,161,Michigan,Washtenaw County,344791,367601
26,163,Michigan,Wayne County,1820584,1749343
26,165,Michigan,Wexford County,32735,33631
27,0,Minnesota,Minnesota,5303925,5639632
27,1,Minnesota,Aitkin County,16202,15886
27,3,Minnesota,Anoka County,330844,356921
27,5,Minnesota,Becker County,32504,34423
27,7,Minnesota,Beltrami County,44442,47188
27,9,Minnesota,Benton County,38451,40889
27,11,Minnesota,Big Stone County,5269,4991
27,13,Minnesota,Blue Earth County,64013,67653
27,15,Minnesota,Brown County,25893,25008
27,17,Minnesota,Carlton County,35386,35871
27,19,Minnesota,Carver County,91042,105089
27,21,Minnesota,Cass County,28567,29779
27,23,Minnesota,Chippewa County,12441,11800
27,25,Minnesota,Chisago County,53887,56579
27,27,Minnesota,Clay County,58999,64222
27,29,Minnesota,Clearwater County,8695,8818
27,31,Minnesota,Cook County,5176,5463
27,33,Minnesota,Cottonwood County,11687,11196
27,35,Minnesota,Crow Wing County,62500,65055
27,37,Minnesota,Dakota County,398552,429021
27,39,Minnesota,Dodge County,20087,20934
27,41,Minnesota,Douglas County,36009,38141
27,43,Minnesota,Faribault County,14553,13653
27,45,Minnesota,Fillmore County,20866,21067
27,47,Minnesota,Freeborn County,31255,30281
27,49,Minnesota,Goodhue County,46183,46340
27,51,Minnesota,Grant County,6018,5972
27,53,Minnesota,Hennepin County,1152425,1265843
27,55,Minnesota,Houston County,19027,18600
27,57,Minnesota,Hubbard County,20428,21491
27,59,Minnesota,Isanti County,37816,40596
27,61,Minnesota,Itasca County,45058,45130
27,63,Minnesota,Jackson County,10266,9846
27,65,Minnesota,Kanabec County,16239,16337
27,67,Minnesota,Kandiyohi County,42239,43199
27,69,Minnesota,Kittson County,4552,4298
27,71,Minnesota,Koochiching County,13311,12229
27,73,Minnesota,Lac qui Parle County,7259,6623
27,75,Minnesota,Lake County,10866,10641
27,77,Minnesota,Lake of the Woods County,4045,3740
27,79,Minnesota,Le Sueur County,27703,28887
27,81,Minnesota,Lincoln County,5896,5639
27,83,Minnesota,Lyon County,25857,25474
27,85,Minnesota,McLeod County,36651,35893
27,87,Minnesota,Mahnomen County,5413,5527
27,89,Minnesota,Marshall County,9439,9336
27,91,Minnesota,Martin County,20840,19683
27,93,Minnesota,Meeker County,23300,23222
27,95,Minnesota,Mille Lacs County,26097,26277
27,97,Minnesota,Morrison County,33198,33386
27,99,Minnesota,Mower County,39163,40062
27,101,Minnesota,Murray County,8725,8194
27,103,Minnesota,Nicollet County,32727,34274
27,105,Minnesota,Nobles County,21378,21629
27,107,Minnesota,Norman County,6852,6375
27,109,Minnesota,Olmsted County,144248,158293
27,111,Minnesota,Otter Tail County,57303,58746
27,113,Minnesota,Pennington County,13930,14119
27,115,Minnesota,Pine County,29750,29579
27,117,Minnesota,Pipestone County,9596,9126
27,119,Minnesota,Polk County,31600,31364
27,121,Minnesota,Pope County,10995,11249
27,123,Minnesota,Ramsey County,508640,550321
27,125,Minnesota,Red Lake County,4089,4055
27,127,Minnesota,Redwood County,16059,15170
27,129,Minnesota,Renville County,15730,14548
27,131,Minnesota,Rice County,64142,66972
27,133,Minnesota,Rock County,9687,9315
27,135,Minnesota,Roseau County,15629,15165
27,137,Minnesota,St. Louis County,200226,199070
27,139,Minnesota,Scott County,129928,149013
27,141,Minnesota,Sherburne County,88499,97238
27,143,Minnesota,Sibley County,15226,14865
27,145,Minnesota,Stearns County,150642,161075
27,147,Minnesota,Steele County,36576,36649
27,149,Minnesota,Stevens County,9726,9805
27,151,Minnesota,Swift County,9783,9266
27,153,Minnesota,Todd County,24895,24664
27,155,Minnesota,Traverse County,3558,3259
27,157,Minnesota,Wabasha County,21676,21627
27,159,Minnesota,Wadena County,13843,13682
27,161,Minnesota,Waseca County,19136,18612
27,163,Minnesota,Washington County,238136,262440
27,165,Minnesota,Watonwan County,11211,10897
27,167,Minnesota,Wilkin County,6576,6207
27,169,Minnesota,Winona County,51461,50484
27,171,Minnesota,Wright County,124700,138377
27,173,Minnesota,Yellow Medicine County,10438,9709
28,0,Mississippi,Mississippi,2967297,2976149
28,1,Mississippi,Adams County,32297,30693
28,3,Mississippi,Alcorn County,37057,36953
28,5,Mississippi,Amite County,13131,12297
28,7,Mississippi,Attala County,19564,18174
28,9,Mississippi,Benton County,8729,8259
28,11,Mississippi,Bolivar County,34145,30628
28,13,Mississippi,Calhoun County,14962,14361
28,15,Mississippi,Carroll County,10597,9947
28,17,Mississippi,Chickasaw County,17392,17103
28,19,Mississippi,Choctaw County,8547,8210
28,21,Mississippi,Claiborne County,9604,8988
28,23,Mississippi,Clarke County,16732,15541
28,25,Mississippi,Clay County,20634,19316
28,27,Mississippi,Coahoma County,26151,22124
28,29,Mississippi,Copiah County,29449,28065
28,31,Mississippi,Covington County,19568,18636
28,33,Mississippi,DeSoto County,161252,184945
28,35,Mississippi,Forrest County,74934,74897
28,37,Mississippi,Franklin County,8118,7713
28,39,Mississippi,George County,22578,24500
28,41,Mississippi,Greene County,14400,13586
28,43,Mississippi,Grenada County,21906,20758
28,45,Mississippi,Hancock County,43929,47632
28,47,Mississippi,Harrison County,187105,208080
28,49,Mississippi,Hinds County,245285,231840
28,51,Mississippi,Holmes County,19198,17010
28,53,Mississippi,Humphreys County,9375,8064
28,55,Mississippi,Issaquena County,1406,1327
28,57,Mississippi,Itawamba County,23401,23390
28,59,Mississippi,Jackson County,139668,143617
28,61,Mississippi,Jasper County,17062,16383
28,63,Mississippi,Jefferson County,7726,6990
28,65,Mississippi,Jefferson Davis County,12487,11128
28,67,Mississippi,Jones County,67761,68098
28,69,Mississippi,Kemper County,10456,9742
28,71,Mississippi,Lafayette County,47351,54019
28,73,Mississippi,Lamar County,55658,63343
28,75,Mississippi,Lauderdale County,80261,74125
28,77,Mississippi,Lawrence County,12929,12586
28,79,Mississippi,Leake County,23805,22786
28,81,Mississippi,Lee County,82910,85436
28,83,Mississippi,Leflore County,32317,28183
28,85,Mississippi,Lincoln County,34869,34153
28,87,Mississippi,Lowndes County,59779,58595
28,89,Mississippi,Madison County,95203,106272
28,91,Mississippi,Marion County,27088,24573
28,93,Mississippi,Marshall County,37144,35294
28,95,Mississippi,Monroe County,36989,35252
